3;0.0505692128139
21;0.410045308037
40;0.790038876982
60;1.19049725558
79;1.57018012122
99;1.97056169332
118;2.3499679693
138;2.7504120267
157;3.12963231069
177;3.53008388244
196;3.90951463299
216;4.30968927591
236;4.70990288021
256;5.10990198734
276;5.51005452729
296;5.91028303495
316;6.31035864969
336;6.71039244165
356;7.11051943113
376;7.51054033556
395;7.88961991477
415;8.28974139958
435;8.68953887471
455;9.08972015568
475;9.48978014247
496;9.9105242301
516;10.3105144463
536;10.7104570214
556;11.1104010508
576;11.5103358275
596;11.9103576645
616;12.3103039492
636;12.7100944019
656;13.1099812065
676;13.5099709682
696;13.9098216602
716;14.3097878945
736;14.709776761
756;15.1095822416
776;15.5096312705
797;15.9305179607
817;16.3304409634
837;16.7302324237
857;17.1302496421
877;17.5300181431
897;17.9299319229
917;18.3299160229
937;18.7295807583
958;19.1505945566
978;19.5502486542
998;19.9501201505
1018;20.3499556924
1038;20.749711546
1058;21.1497186238
1079;21.570514343
1099;21.9703163917
1119;22.3700925286
1139;22.7700085647
1159;23.1698110134
1179;23.5697254457
1200;23.9904799389
1220;24.3903096282
1240;24.7899751172
1260;25.1899772625
1280;25.589617094
1300;25.9894964681
1321;26.4104769145
1341;26.8101615389
1361;27.2100932568
1381;27.6098715028
1401;28.0097425124
1422;28.430470456
1442;28.8302859118
1462;29.230272826
1482;29.6299663521
1502;30.0298807905
1522;30.4294943526
1543;30.850423709
1563;31.2501912778
1583;31.6499233712
1603;32.0499143587
1623;32.4496135306
1643;32.8496311988
1664;33.2704518496
1684;33.6702045496
1704;34.0699017276
1724;34.4696908048
1744;34.8696310071
