7;0.136244933993
24;0.471785990295
41;0.805078431756
57;1.13714512824
74;1.47200778713
91;1.80566642738
107;2.13917549169
124;2.47212151187
141;2.80619716191
158;3.14199172786
174;3.47650152553
191;3.81424075042
208;4.1535406699
225;4.49558480414
242;4.83423126005
259;5.17060905048
276;5.50384117536
293;5.84004777841
310;6.18066805951
327;6.52086808412
343;6.85616293904
360;7.19165440827
377;7.52752065232
394;7.86381019477
410;8.19647564319
427;8.53095429102
444;8.86257708508
460;9.19353853574
477;9.52825703222
494;9.86443163991
511;10.2007450235
527;10.5316276225
544;10.8644106181
561;11.2029978198
577;11.5364631702
594;11.8701678022
611;12.2009485901
627;12.5324081053
644;12.8688726023
661;13.2051981689
678;13.5437465699
695;13.8802310016
712;14.2210295978
729;14.5638570365
746;14.9057266931
763;15.2417778701
780;15.5838379476
797;15.9253694378
814;16.2646998956
831;16.607382619
848;16.9478459467
865;17.2893432806
882;17.6345301072
900;17.9848529192
918;18.3406781839
935;18.6952328526
953;19.0442506864
970;19.3908978483
988;19.7489563411
1006;20.112685887
1024;20.4737645709
1042;20.8367056947
1060;21.1968275457
1079;21.5605514635
1101;22.0004797453
1121;22.4068690926
1138;22.7548311352
1156;23.1039895975
1173;23.4545265852
1191;23.8054551593
1208;24.1464542909
1225;24.4860775113
1242;24.8205370001
1258;25.1556254636
1275;25.4921029208
1292;25.8280615257
1309;26.1641099621
1325;26.4989176468
1342;26.8334088559
1359;27.1710700346
1376;27.5121649155
1393;27.8522647794
