17;0.329655119406
34;0.669885610919
50;0.98960496742
67;1.33035137189
83;1.64948789068
100;1.98994010287
117;2.33039403068
133;2.64951923288
151;3.0103740181
168;3.35023413807
184;3.66952951789
201;4.00969750299
218;4.35000842084
235;4.69021286615
251;5.00941655112
268;5.35014652117
284;5.66964373884
300;5.98946427428
316;6.30940012199
332;6.62954628066
348;6.95026711337
363;7.24971640445
379;7.57035435458
395;7.89039955018
411;8.21043676349
427;8.53016128194
443;8.84975217294
459;9.16942979197
475;9.4893199474
491;9.80934756618
507;10.1295722392
523;10.4500751379
538;10.7493160678
554;11.0697297832
570;11.3903075691
585;11.6898400886
601;12.0104736609
616;12.3096283993
632;12.6296643526
648;12.9496127164
664;13.269774134
681;13.6102962714
697;13.9297301648
713;14.2497350589
729;14.5696234711
745;14.8895806248
762;15.230148607
778;15.5493048123
795;15.8898250172
811;16.2094050202
828;16.5497366053
845;16.8902081529
862;17.2304654091
878;17.549597988
895;17.8899444951
912;18.2298263151
929;18.5697963459
946;18.9093999928
964;19.2702405994
981;19.609892137
999;19.9704273625
1016;20.3098432768
1034;20.6703868003
1051;21.010160152
1068;21.3500012964
1085;21.6896301607
1103;22.0502295741
1120;22.3896898163
1138;22.7503465318
1155;23.089865261
1173;23.4502921276
1190;23.7898414907
1208;24.1504385444
1225;24.4899486365
1242;24.8295885373
